StudyID,ParticipantID,Composite pair,Congruent pair,TestID,TrialID,Training,isDesigner,First,Second,Same,Response,Correct,ET,RT,RTnorm,Date,Correctnorm,AUC,AUCnorm
Main,30,True,False,1,36,Typographer,True,a_AB,a_AD,True,Sure same,0.7222222222222222,188.9,3014.3333333333335,7.999487468437528,2022-06-04 20:14:21,2.031350318476219,0.8580645161290323,2.3690366929646283
Main,30,True,True,1,12,Typographer,True,p_AD,p_AD,True,Sure same,1.0,188.9,2517.0833333333335,7.81962966610783,2022-06-04 20:14:21,3.141592653589793,0.0,0.0
Main,31,False,False,1,12,Letter designer,True,e_DD,e_AA,False,Probably same,0.9166666666666666,188.9,3069.9166666666665,8.00490614478843,2022-06-04 19:48:24,2.555907110132642,0.0,0.0
Main,31,False,True,1,12,Letter designer,True,z_AA,z_AA,True,Probably same,0.9166666666666666,188.9,3736.1666666666665,8.197396994091951,2022-06-04 19:48:24,2.555907110132642,0.0,0.0
Main,31,True,False,1,36,Letter designer,True,c_AB,c_AD,True,Sure different,0.8055555555555556,188.9,3607.222222222222,8.160991741623612,2022-06-04 19:48:24,2.2282598831765403,0.8333333333333334,2.300523983021863
Main,31,True,True,1,12,Letter designer,True,t_AD,t_AD,True,Probably different,0.75,188.9,3454.25,8.106639334970845,2022-06-04 19:48:24,2.0943951023931953,0.0,0.0
Main,32,False,False,1,12,Non-designer,False,b_AA,b_DD,False,Sure different,1.0,227.8,3032.0,8.015227862960879,2022-06-04 19:38:05,3.141592653589793,0.0,0.0
Main,32,False,True,1,12,Non-designer,False,r_AA,r_AA,True,Sure same,0.8333333333333334,227.8,3688.6666666666665,8.169065901747885,2022-06-04 19:38:05,2.300523983021863,0.0,0.0
Main,32,True,False,1,36,Non-designer,False,a_AD,a_BD,False,Sure different,0.6388888888888888,227.8,3285.5833333333335,8.090718036613378,2022-06-04 19:38:05,1.8522764000257417,0.735483870967742,2.0611838099314235
Main,32,True,True,1,12,Non-designer,False,q_AD,q_AD,True,Sure same,0.75,227.8,3212.25,8.070736915777,2022-06-04 19:38:05,2.0943951023931953,0.0,0.0
Main,33,False,False,1,12,Non-designer,False,a_DD,a_AA,False,Sure different,1.0,227.8,3246.5,8.076588393565519,2022-06-04 19:33:21,3.141592653589793,0.0,0.0
Main,33,False,True,1,12,Non-designer,False,q_AA,q_AA,True,Probably different,0.9166666666666666,227.8,3323.4166666666665,8.099162071108179,2022-06-04 19:33:21,2.555907110132642,0.0,0.0
Main,33,True,False,1,36,Non-designer,False,h_BC,h_AD,False,Sure different,0.6111111111111112,227.8,3509.1111111111113,8.1505001138433,2022-06-04 19:33:21,1.7948894190962676,0.6978494623655914,1.9776250938379092
Main,33,True,True,1,12,Non-designer,False,b_AD,b_AD,True,Sure same,1.0,227.8,3313.0833333333335,8.095934706902888,2022-06-04 19:33:21,3.141592653589793,0.0,0.0
Main,34,False,False,1,12,Other designer,True,h_DD,h_AA,False,Sure different,0.9166666666666666,383.3,4457.0,8.358434662071868,2022-06-04 19:22:00,2.555907110132642,0.0,0.0
Main,34,False,True,1,12,Other designer,True,c_AA,c_AA,True,Probably same,0.9166666666666666,383.3,3543.5,8.164282268214274,2022-06-04 19:22:00,2.555907110132642,0.0,0.0
